Row_id,Raion,Denumire raion,Sub Raion,Nr articol,Denumire articol, Cantitate vanduta ,Pret de vanzare
3771,9,GRADINA,95,11720352,GHIVECI LARG CU FRUNZA L, 4     ,223
3772,9,GRADINA,95,11720436,GHIVECI CLAY MEDIU, 4     ,131
3773,9,GRADINA,95,11720443,GHIVECI CLAY MIC, 4     ,87
3774,9,GRADINA,95,11720506,GHIVECI PATRAT ANDA MARE, 4     ,83
3775,9,GRADINA,60,11729144,LIMITATOR INCHIDERE PORTI GALVANIZAT, 4     ,55.5
3776,9,GRADINA,95,11736354,GHIVECI LISCIA 23CM ALB, 4     ,16.9
3777,9,GRADINA,95,11736410,GHIVECI CONO 36 CM GRAFIT, 4     ,69
3778,9,GRADINA,95,11736445,GHIVECI CONO 31 CM ALB, 4     ,49.9
3779,9,GRADINA,95,11736473,JARD MILLEN 59CM ANTRAC, 4     ,149
3780,9,GRADINA,15,11738440,FICUS BENJAMINA, 4     ,72
3781,9,GRADINA,25,11739504,CIZME ORGANO S4 ALBA 46, 4     ,65
3782,9,GRADINA,40,11756213,"SULFLANTA CU ACUMULATOR 18V, 2AH", 4     ,299
3783,9,GRADINA,25,11756283,SUPORT ALUMINIU UNELTE 4 CARLIGE PALISAD, 4     ,24.9
3784,9,GRADINA,65,10384024,DALA COUNTRY BEJ STONE GARDEN 40X40X5 CM, 4     ,660
3785,9,GRADINA,65,10384213,BORDUR? BRUN STONE GARDEN 100X5X20 CM, 4     ,690
3786,9,GRADINA,95,11482002,JARDINIERA CLAY PICIOARE, 5     ,388
3787,9,GRADINA,90,11482191,GHIV CLAY CU LEMN PATRAT, 5     ,275
3788,9,GRADINA,25,10070193,FER?STR?U COARB? 76 CM BUILD X-ELL, 5     ,24
3789,9,GRADINA,30,10132290,CONECTOR FURTUN 3/4VRAC FLO, 5     ,5.99
3790,9,GRADINA,25,10449964,PAN? DESPICAT CONMETALL 550G, 5     ,69
3791,9,GRADINA,40,10462774,RO?I DE FIER TIP GHEARE MICI KF, 5     ,129.2
3792,9,GRADINA,40,10462816,RO?I CAUCIUC CU DIFEREN?IAL KF 400*8, 5     ,292.6
3793,9,GRADINA,25,10596061,MÂNER TELESCOPIC 1.24-2.40 M, 5     ,33.9
3794,9,GRADINA,35,10693886,ULEI AMESTEC 2 T JONSERED SUPER PRO 1L, 5     ,37.9
3795,9,GRADINA,20,10748500,"ÎNGR?? GAZON AC? ÎNDELUNG FLORIA 2,5KG", 5     ,49.87
3796,9,GRADINA,35,10802883,MOTOFER STERWINS PCS46-2, 5     ,490
3797,9,GRADINA,10,10812501,GARD VIU XXL, 5     ,12.9
3798,9,GRADINA,10,10812571,TRANDAFIRI ALTOI?I CU PORT ÎNALT, 5     ,46.9
3799,9,GRADINA,90,10840263,GHIV PLAST VER DALIA 23 CM, 5     ,3.7
3800,9,GRADINA,25,10848600,CAPSE PT LEGAT PLANTE TG(20/120), 5     ,9.57
3801,9,GRADINA,20,10871672,PROTEC?IE ÎMP P?S?RI 30 ?EPU?E, 5     ,12.9
3802,9,GRADINA,30,10911453,C?RUCIOR ALU GEOLIA, 5     ,209
3803,9,GRADINA,30,10911523,C?RUCIOR PT 50M FURTUN, 5     ,86
3804,9,GRADINA,30,10911922,SUPORT SIMPLU FURTUN MURAL GEOLIA, 5     ,17.9
3805,9,GRADINA,75,10920483,CUTIE AFUMARE INOX 700 ML, 5     ,69.31
3806,9,GRADINA,45,10937346,ADAPTOR AR1 STERWINS S2, 5     ,7.66
3807,9,GRADINA,20,10950716,RAID PASTILE CU EXTRACT DE PIRETRU, 5     ,13.9
3808,9,GRADINA,96,11274914,SPRAY ?ABLON DÉCOR  MAP? MARE X 6, 5     ,10.9
3809,9,GRADINA,75,11282033,SPATUL? MÂNER NEGRU NATERIAL, 5     ,23
3810,9,GRADINA,20,11290643,SER? 2X3X1.9M, 5     ,335
3811,9,GRADINA,15,11305462,FICUS BENJAMINA MIX D24, 5     ,170
3812,9,GRADINA,45,11343780,PERIE ROTATIVA STERWINS S3, 5     ,79.9
3813,9,GRADINA,96,11353202,SET 10 GLOBURI -  FROZEN 6 CM, 5     ,10.8
3814,9,GRADINA,96,11410021,DÉCOR CASA LED 12CM, 5     ,24
3815,9,GRADINA,96,11410042,DECORATIE GHIRLANDA CU LED, 5     ,35
3816,9,GRADINA,96,11439323,DECORATIUNE BRAD OM ZAPADA, 5     ,10.9
3817,9,GRADINA,95,11447744,QUADRO SAMBA .CM.18, 5     ,44.38
3818,9,GRADINA,60,11448822,POARTA DIANA1 3 X 1.80 X 2 M, 5     ,734
3819,9,GRADINA,75,11457404,GRATAR FONTA TAURUS LANDMANN, 5     ,819
3820,9,GRADINA,96,11463123,FIG BRADUT SILVER GOLD, 5     ,19
3821,9,GRADINA,96,11463242,GLOB TRANSP GLITTER 8CM, 5     ,5
3822,9,GRADINA,96,11463291,GLOB ROSU GLITTER GOLD TOC, 5     ,21
3823,9,GRADINA,96,11463375,GLOB OXBLOOD 8CM TOC, 5     ,17
3824,9,GRADINA,81,11480266,MASA STICLA+OTEL 110X70CM, 5     ,249.9
3825,9,GRADINA,81,11480910,SCAUN PLIANT BERLIN GRI, 5     ,139
3826,9,GRADINA,81,11481771,SUPORT STICLA NOR 12.5CM, 5     ,12.9
3827,9,GRADINA,81,11482835,COS LEMN CU PICIOARE 38CM, 5     ,169.9
3828,9,GRADINA,81,11483843,BAMBUS ARTIF 120CM, 5     ,324.7
3829,9,GRADINA,96,11486622,FULG NEA 21CM, 5     ,8
3830,9,GRADINA,96,11487441,GLOB GLITTER CU STEA, 5     ,8.5
3831,9,GRADINA,96,11487483,OM ZAPADA LED NEOFL 68CM, 5     ,290
3832,9,GRADINA,15,11510534,POINSETTIA ROSIE 17 CM, 5     ,46
3833,9,GRADINA,90,11542461,MASCA B.FOR ORCHID 13 CM, 5     ,12.9
3834,9,GRADINA,90,11542496,MASCA ORCHI H. OYSTER 15CM, 5     ,17.9
3835,9,GRADINA,95,11542853,GHIVECI COTSWOLD 23 L MARO, 5     ,109
3836,9,GRADINA,95,11542923,GHIVECI PIAZZA 18L GRANIT, 5     ,119
3837,9,GRADINA,95,11543364,GHIV MILENIUM ORANGE 79CM, 5     ,249
3838,9,GRADINA,95,11543413,GHIV MILENIUM ANTRA 53 CM, 5     ,205
3839,9,GRADINA,10,11548663,ACTINIDIA DELICIOSA HAY, 5     ,59.9
3840,9,GRADINA,10,11548705,RIBES RUBRUM JONKHEER, 5     ,48.9
3841,9,GRADINA,10,11548873,VITIS RIESLING, 5     ,61
3842,9,GRADINA,96,11549062,"DECORATIUNE INGERAS 18CM, R/G/S", 5     ,11.5
3843,9,GRADINA,96,11549153,FIGURINA REN SEZAND 26CM, 5     ,39.9
3844,9,GRADINA,96,11549195,FIGURINA MOS CRACIUN 42CM, 5     ,56
3845,9,GRADINA,96,11549412,DÉCOR LEMN CU OM ZAPADA/MOS CRACIU, 5     ,16.9
3846,9,GRADINA,96,11549706,"MASINUTA CERAMICA, DÉCOR XMAS, CU LED", 5     ,15.9
3847,9,GRADINA,96,11549930,FIG FULG DE NEA CU BUTON, 5     ,9.9
3848,9,GRADINA,96,11550672,FIGURINA PINGUIN, 5     ,49
3849,9,GRADINA,96,11550826,GLOB CU STELUTA ICE, 5     ,8.9
3850,9,GRADINA,96,11551022,GLOB AURIU MAT ISY 7CM, 5     ,22.9
3851,9,GRADINA,96,11551043,GLOB ROSU ISY 7CM, 5     ,22.9
3852,9,GRADINA,96,11551260,GLOB ENAMEL MAT 7CM MARO, 5     ,22.9
3853,9,GRADINA,96,11551701,SET 10 GLOBURI KIDS LIGHT, 5     ,12.9
3854,9,GRADINA,96,11551834,SET 4 GLOBURI ROSII, 5     ,23.9
3855,9,GRADINA,96,11552674,LUMAN ROSIE GLITTER 10CM, 5     ,22.9
3856,9,GRADINA,96,11552793,DÉCOR GALETUSA 23CM, 5     ,39.9
3857,9,GRADINA,96,11552996,"INSTALATIE 12 LED , 1.1M", 5     ,24.9
3858,9,GRADINA,96,11553374,TUB LUMINOS 9M MULTI, 5     ,99
3859,9,GRADINA,96,11556300,CARUSEL CU CALUTI 22CM, 5     ,129
3860,9,GRADINA,81,11559331,BANCA PATIO227L MARO, 5     ,659
3861,9,GRADINA,81,11559415,MASA ELISE MARO, 5     ,159
3862,9,GRADINA,81,11559450,BANCA 2 LOC DELANO GRI, 5     ,449
3863,9,GRADINA,90,11568060,FARFURIE LOFT URBAN ROUND 21 BRIQUE, 5     ,19.9
3864,9,GRADINA,90,11568074,FARFURIE LOFT URBAN ROUND 28 CIMENT, 5     ,25.9
3865,9,GRADINA,90,11568165,SISTEM AUTO-UDARE UNIVERSAL 36CM, 5     ,97
3866,9,GRADINA,90,11568172,SISTEM AUTO-UDARE UNIVERSAL 44CM, 5     ,129
3867,9,GRADINA,95,11569404,GHIVECI BETON CONIC PATRAT 48CM GRI DESC, 5     ,259
3868,9,GRADINA,95,11569411,GHIVECI BETON CONIC PATRAT 48CM GRI INCH, 5     ,259
3869,9,GRADINA,15,11582970,MOSPOLE MIX H80-90, 5     ,109
3870,9,GRADINA,15,11593253,ALOCASIA MACRORRHIZA, 5     ,76.9
3871,9,GRADINA,10,11632096,OLEA EUROPAEA STEM D27, 5     ,320
3872,9,GRADINA,10,11634966,MIX PLANTE AROMATICE SALAD, 5     ,64
3873,9,GRADINA,10,11637444,BULBI GLASDIOLUS COTE DAZ, 5     ,24.9
3874,9,GRADINA,90,11639684,GHIVECI LUIS ALBASTRU S, 5     ,9.5
3875,9,GRADINA,96,11643695,GLOB 40 CM ROSU, 5     ,199
3876,9,GRADINA,96,11647930,DECORATIUNE SEMN XMAS, 5     ,189
3877,9,GRADINA,96,11648014,SOLDATEL 76 CM, 5     ,279
3878,9,GRADINA,96,11649106,"BRAD IMPERIAL K CU LED, 1.8 M", 5     ,679
3879,9,GRADINA,81,11660810,MASA MEDENA STICLA 100X200, 5     ,1049
3880,9,GRADINA,75,11664331,GRATAR GAZ TRITON 4.1 INOX, 5     ,3249.9
3881,9,GRADINA,75,11664464,FRIGARUI INOX MOD 36.5, 5     ,76.89
3882,9,GRADINA,96,11669063,BRAD ARTIFICIAL CU LED 2.4 M, 5     ,399
3883,9,GRADINA,30,11674334,PROGRAMATOR 3 PROG. 1-6 SURSE HUNTER, 5     ,563.8
3884,9,GRADINA,15,11679661,DREAM MIX GHIVECI BIO, 5     ,115
3885,9,GRADINA,97,11717496,FANTANA ROTUNDA NEAGRA, 5     ,515
3886,9,GRADINA,90,11719456,BOL VENETIA 40 CM MARONIU, 5     ,34.9
3887,9,GRADINA,95,11719813,JARDINIERA VENETIA 50 CM MARONIU, 5     ,31.5
3888,9,GRADINA,95,11719834,JARDINIERA VENETIA L 80 CM MARONIU, 5     ,90
3889,9,GRADINA,10,11732602,RASAD ROSII 10 PACK, 5     ,17.9
3890,9,GRADINA,95,11736263,GHIVECI LISC 23 CM, 5     ,15.9
3891,9,GRADINA,10,11739161,POM FRUCTIFER PRO PIERSIC, 5     ,11.9
3892,9,GRADINA,65,10772594,PAVAJ RETT. BRUN-ROSCAT STONE 10X20X6 CM, 5     ,690
3893,9,GRADINA,81,10487932,"PLAS? ANTI-?ÂN? ALU INTERMAS 1,2X30M", 5     ,476
3894,9,GRADINA,90,11485635,GHIV PATRAT CU PICIOARE, 6     ,245
3895,9,GRADINA,95,11485705,SET JARDIN PATRATA GRI, 6     ,190
3896,9,GRADINA,90,11485803,GHIVECI EUCALIPT, 6     ,95
3897,9,GRADINA,65,10384080,BORDUR? GRI STONE GARDEN 100X5X20 CM, 6     ,550
3898,9,GRADINA,30,10132262,ADAPTOR PT.ROBINET3/4-1VRAC FLO, 6     ,4.99
3899,9,GRADINA,75,10138905,GR?TAR ROTUND GRILL CHEF C?RB. 36 CM, 6     ,32.52
3900,9,GRADINA,30,10159814,ASPERSOR TELESCOPIC S 80 GARDENA, 6     ,18.72
3901,9,GRADINA,50,10195031,ÎNTINZ?TOR VERDE MAW, 6     ,3.35
3902,9,GRADINA,25,10272346,DISPOZITIV STRÂNS FRUCTE GARDENA, 6     ,64
3903,9,GRADINA,30,10272892,ASPERSOR OSCILANT POLO 220 GARDENA, 6     ,61
3904,9,GRADINA,20,10422531,ÎNGR???MÂNT GAZON COMPO 2KG, 6     ,28.5
3905,9,GRADINA,20,10448165,AP ANTI-CÂRTI?E CU UNDE SEISMICE BSI, 6     ,199
3906,9,GRADINA,30,10500294,ROBINET DE GR?D DIN FONT? 1.25 CM, 6     ,29
3907,9,GRADINA,35,10569986,?IN? GHIDAJ OREGON 40CM 91VX - PARTNER, 6     ,113.23
3908,9,GRADINA,20,10719982,SUBSTRAT PT PLANTE DE CAMER? AGRO 50L, 6     ,29.9
3909,9,GRADINA,30,10848271,HIDROFOR COMBI 150-50, 6     ,1020
3910,9,GRADINA,75,10920350,A?CHII AFUMARE ANIN 500G, 6     ,23.7
3911,9,GRADINA,35,10944262,BUJIE OREGON MOTOR 4 TIMPI B&S+TECUMSEH, 6     ,16.5
3912,9,GRADINA,35,10944304,CAP TRIMMER P25 T&G - UNIVERSAL, 6     ,81.9
3913,9,GRADINA,25,10953222,SET 4 DOPURI PLUT? DAMIGEAN? 54 L, 6     ,13.7
3914,9,GRADINA,98,11064585,*Banda picurare_6 mil 10 cm;, 6     ,51.2
3915,9,GRADINA,75,11281991,SET 3 ACCESORII GR?TAR MÂNER LEMN, 6     ,8.29
3916,9,GRADINA,98,11286443,*Seminte legume Vilmorin_seria 4, 6     ,10.45
3917,9,GRADINA,20,11318650,POKON INGRAS. GAZON INTRETINERE VARA, 6     ,23
3918,9,GRADINA,75,11325223,SET BBQ 15 BUC MANER LEMN, 6     ,80
3919,9,GRADINA,30,11342093,SUPORT AUTOMAT CU FURTUN 15MM 25M GEOLIA, 6     ,249
3920,9,GRADINA,81,11343493,UMBRELA 4M ALB ALUMINIUM, 6     ,389
3921,9,GRADINA,96,11353076,SET 10 GLOBURI AURII, 6     ,12.9
3922,9,GRADINA,96,11354735,CACIULA CRACIUN ROSIE 30X40CM, 6     ,12.8
3923,9,GRADINA,96,11354756,DECO BUCATARIE 33X150CM, 6     ,12.8
3924,9,GRADINA,90,11389063,FARFURIE CERAM  17 ET.O.G., 6     ,5.99
3925,9,GRADINA,75,11403042,GRATAR GAZ HUDSON 4+1B / 12 - 14 PERS, 6     ,3450
3926,9,GRADINA,96,11409832,GLOB GOLD SNOW, 6     ,5.99
3927,9,GRADINA,96,11410742,DECORATIUNE CRACIUN, 6     ,5.49
3928,9,GRADINA,96,11410861,"GRC MIX GLOBURI 3 BUC, STEA, LIGHT GOLD", 6     ,11.9
3929,9,GRADINA,96,11411176,"CHRF DECORATIUNI POM CRACIUN 3 BUC, PASA", 6     ,19.9
3930,9,GRADINA,20,11446316,"MINISERA 0,34 MP", 6     ,119
3931,9,GRADINA,75,11447051,SUPORT SEMICERC MARE LEMNE DE FOC, 6     ,159
3932,9,GRADINA,95,11447856,CASPO' GRASS VIOLA CM.13, 6     ,8.9
3933,9,GRADINA,60,11448255,POARTA RITA II 200X400CM, 6     ,990
3934,9,GRADINA,60,11448325,POARTA PANEL SPARTA50 150X400CM, 6     ,679
3935,9,GRADINA,5,11449340,GAZON UMBRA 5 KG, 6     ,119
3936,9,GRADINA,5,11450005,MAZARE RONDO ECO *, 6     ,6.55
3937,9,GRADINA,30,11456011,FURTUN EXTENSIBIL 15M SUPERHOZE HOZELOCK, 6     ,89.9
3938,9,GRADINA,96,11464096,DÉCOR PINECONE 60CM, 6     ,38
3939,9,GRADINA,96,11464131,2 GLOBURI 10CM GOLD STONE TOC, 6     ,39
3940,9,GRADINA,96,11465776,"FIGURINA REN CU 120 LED,  1.2 M", 6     ,399
3941,9,GRADINA,95,11475212,GHIV ROYAL GRIGIO CM.25, 6     ,57
3942,9,GRADINA,81,11478152,SCAUN ROMA, 6     ,85
3943,9,GRADINA,81,11480595,SCAUN GOMFL TEXTIL BLUE, 6     ,69
3944,9,GRADINA,81,11480861,PERNA BANCA 180CM GREY, 6     ,99
3945,9,GRADINA,90,11481995,GHIVECI TAJ 21CM VERDE, 6     ,82
3946,9,GRADINA,90,11482163,GHIVECI TAJ 28CM VERDE, 6     ,103
3947,9,GRADINA,97,11483570,CRIZANTEMA ROZ ARTIF, 6     ,14.2
3948,9,GRADINA,90,11485621,GHIVECI SEMILUNA BEJ, 6     ,220
3949,9,GRADINA,96,11487133,STEA LED NEONFLEX 30CM, 6     ,57
3950,9,GRADINA,95,11497906,GHIVECI PIANO NEGRU 32X12, 6     ,69
3951,9,GRADINA,90,11498375,GHIVECI ROTUND REN 17CM, 6     ,75
3952,9,GRADINA,90,11512396,GHIVECI MUZA ROSU 22CM, 6     ,119
3953,9,GRADINA,91,11538366,NUTRIBEST ADULT MINI CHICKEN&RICE 10KG, 6     ,95.2
3954,9,GRADINA,91,11538506,"CONS. LIFE, PUI 85G", 6     ,5.99
3955,9,GRADINA,81,11542230,AKOLA SEZUT SCAUN  57X55X39 CM CREM, 6     ,140
3956,9,GRADINA,90,11542426,MASCA CERAMICA 13 CM MIX, 6     ,17.9
3957,9,GRADINA,95,11542846,GHIVECI COTSWOLD 23 L GRI, 6     ,119
3958,9,GRADINA,95,11542930,GHIVECI PIAZZA 18L VERDE, 6     ,119
3959,9,GRADINA,95,11543420,GHIV MILENIUM ORANGE 53CM, 6     ,199
3960,9,GRADINA,10,11548845,VITIS BOSKOOP GLORY, 6     ,61
3961,9,GRADINA,96,11550161,STICKER FULGI DE NEA, 6     ,13.9
3962,9,GRADINA,96,11550420,CRENGUTA CU CLOPOTEI 30CM, 6     ,35.9
3963,9,GRADINA,96,11551841,GLOB AURIU 25CM, 6     ,49
3964,9,GRADINA,96,11552135,DÉCOR PIN ARGINTIU PT BRAD, 6     ,2.5
3965,9,GRADINA,96,11552856,FIG STELUTA NATURE 15CM, 6     ,9.9
3966,9,GRADINA,96,11554725,FIGURINA PATINA DE GHEATA, 6     ,31.9
3967,9,GRADINA,96,11556216,FIGURINA BRAD CU LED 60CM, 6     ,109
3968,9,GRADINA,81,11559422,MASA MELODY QUARTET, 6     ,289
3969,9,GRADINA,81,11563874,SCAUN STUTTGART, 6     ,189
3970,9,GRADINA,90,11568081,FARFURIE LOFT URBAN ROUND 28 BRIQUE, 6     ,25.9
3971,9,GRADINA,95,11569390,GHIVECI BETON CONIC H 40CM GRI INCHIS, 6     ,259
3972,9,GRADINA,10,11582606,VIOLA F-1 6PACKS, 6     ,29.9
3973,9,GRADINA,81,11635386,VAZA TIP ULCIOR VOLLER, 6     ,69
3974,9,GRADINA,90,11635456,GHIV + GLOB STICLA 14X28CM, 6     ,44.9
3975,9,GRADINA,10,11637374,BULBI DAHLIA AKITA, 6     ,19.9
3976,9,GRADINA,90,11639285,GHIVECI CHARMING 2 MEDIU, 6     ,10.5
3977,9,GRADINA,90,11639663,GHIVECI LUIS ALBASTRU L, 6     ,24.5
3978,9,GRADINA,96,11645732,GLOB DISCO 20 CM, 6     ,52
3979,9,GRADINA,96,11646852,"URS DIN ACRIL, 40 LED", 6     ,149
3980,9,GRADINA,5,11651080,SEMINTE TOMATE RIBELLE F1, 6     ,12.5
3981,9,GRADINA,5,11651360,SEMINTE ARDEI IUTE JAMAICAN ROSSO, 6     ,12.5
3982,9,GRADINA,81,11652004,CUTIE GRADINA ANTRACIT MAR, 6     ,195
3983,9,GRADINA,81,11661286,SUPORT UMBRELA 16KG PATRAT, 6     ,199
3984,9,GRADINA,81,11662553,CANAPEA SOHO ANTRACIT, 6     ,1490
3985,9,GRADINA,75,11664485,KIT ROTISERIE TRITON, 6     ,479
3986,9,GRADINA,96,11669161,GLOB ZAPADA DIVERSE MODELE, 6     ,65
3987,9,GRADINA,15,11679675,FERN MIX GHIVECI BIO, 6     ,95
3988,9,GRADINA,85,11708795,FOTOLIU GONFLABIL 1.73M X 1.70M FLAMINGO, 6     ,122
3989,9,GRADINA,97,11717531,FANTANA PATRATA DIN PIATRA, 6     ,623
3990,9,GRADINA,10,11727835,JUNIPERUS HORIZONTALIS D15, 6     ,29.9
3991,9,GRADINA,60,11729102,SUPORT TIP U ZINCAT FUNDATIE, 6     ,27.9
3992,9,GRADINA,95,11736291,GHIBECI ALTO 30CM GRAFIT, 6     ,45.9
3993,9,GRADINA,95,11736396,GHIVECI CONO 26 CM GRAFIT, 6     ,28.9
3994,9,GRADINA,95,11736403,GHIVECI CONO 31 CM GRAFIT, 6     ,49.9
3995,9,GRADINA,95,11736431,GHIVECI CONO 26 CM ALB, 6     ,26.9
3996,9,GRADINA,15,11738265,CACTUS, 6     ,55
3997,9,GRADINA,15,11738272,CACTUS ARRANGEMENT MT43, 6     ,69
3998,9,GRADINA,15,11738300,COFFEA ARABICA, 6     ,29.9
3999,9,GRADINA,15,11738321,HOUSE PLANTS HANGING, 6     ,36.9
4000,9,GRADINA,10,11739196,POM FRUCTIFER PRO NECTARIN, 6     ,11.9
4001,9,GRADINA,15,11744061,BROMELIA GREEN BOTTLE, 6     ,129
4002,9,GRADINA,10,11747505,CALIBRACHOA TRIXITRIO, 6     ,18.9
4003,9,GRADINA,15,11754603,CACTUS GYMNOCALICIUM D6CM, 6     ,21.9
4004,9,GRADINA,65,10384360,PAVAJ RETT. BRUN-ROSCAT STONE 20X20X6 CM, 6     ,650
4005,9,GRADINA,96,11486356,DISPLAY GLOBURI DIV CULORI, 6     ,2450
4006,9,GRADINA,30,10654546,FURTUN 12.5 MM 50 M GEOLIA PREMIUM, 7     ,240
4007,9,GRADINA,30,10132451,ASPENSOR METALIC CU IMPULS  1/2' FLO, 7     ,47
4008,9,GRADINA,75,10139031,CU?IT GR?TAR PREMIUM LANDMANN 37.5 CM, 7     ,19.1
4009,9,GRADINA,75,10139514,FURCULI?? PREMIUM LANDMANN 47 CM, 7     ,26
4010,9,GRADINA,35,10210606,RACORD PT ULEI HITACHI, 7     ,61.9
4011,9,GRADINA,30,10272822,ADAPTOR PENTRU ROBINET INTERIOR GARDENA, 7     ,42.5
4012,9,GRADINA,30,10354491,"C?RUCIOR FURTUN 1/2''/45M, 3/4''/30M", 7     ,66
4013,9,GRADINA,5,10359496,"SEMIN?E CLOPO?EI ALBS VILMORIN 0,5 G", 7     ,5.39
4014,9,GRADINA,5,10360070,SEMIN?E SALAT? VERDE BOWL VILMORIN 1 G, 7     ,4.35
4015,9,GRADINA,35,10407145,TURBOTRIMMER GARDENA SMALLCUT 300, 7     ,149
4016,9,GRADINA,40,10717952,FREZ? DE Z?PAD? MTD ME 66, 7     ,5190
4017,9,GRADINA,60,10737692,PORTI?? OLA DR 90X130/160 CM RAL, 7     ,246.92
4018,9,GRADINA,45,10765860,DETERGENT PENTRU JANTE 500 ML, 7     ,43.9
4019,9,GRADINA,81,10889620,HUS? PE PT ?EZLONG, 7     ,33.9
4020,9,GRADINA,35,10944276,BUJIE OREGON - MOTOR 4 TIMPI - HONDA, 7     ,13.5
4021,9,GRADINA,85,11330543,DUS SOLAR SUNNY STYLE, 7     ,446
4022,9,GRADINA,25,11345075,USCATOR DE STICLE 45BUC, 7     ,89.15
4023,9,GRADINA,96,11353622,SERVETELE 33X33 CM ASORTATE, 7     ,7.95
4024,9,GRADINA,96,11354203,DECORATIUNI BRAD IVOIRE, 7     ,3.5
4025,9,GRADINA,96,11354672,IMBRACAMINTE SUPORT BRAD 95 CM, 7     ,14.8
4026,9,GRADINA,5,11374713,SEMIN?E MAZARE, 7     ,6.25
4027,9,GRADINA,81,11387712,SET BERE 50 CM LUNGIME 2M, 7     ,319
4028,9,GRADINA,96,11409762,CACIULA ROSIE CU BLANITA, 7     ,9.99
4029,9,GRADINA,96,11409895,"CHRF GLOB 8 CM, CHRISTMAS RED", 7     ,5.99
4030,9,GRADINA,96,11410070,DÉCOR OLLY GLITTER ALB, 7     ,3.59
4031,9,GRADINA,96,11411491,WS  FULG DE ZAPADA SILVER, 7     ,3.5
4032,9,GRADINA,95,11447975,CASPO' GRASS GIALLO CM.13, 7     ,8.9
4033,9,GRADINA,60,11448304,PORTITA DENVER 2 200X100CM, 7     ,579
4034,9,GRADINA,60,11448745,POARTA SAGITTA2 3 X1.70 X2 M, 7     ,779
4035,9,GRADINA,96,11461870,FIG FULG DE NEA ARGINTIU, 7     ,3.5
4036,9,GRADINA,96,11465790,FIG PERETE BRAD 192LED, 7     ,113
4037,9,GRADINA,96,11465811,FIG LED CLOPOTEI, 7     ,172.9
4038,9,GRADINA,95,11475233,QUADRO ROYAL CM.18 TERR, 7     ,39
4039,9,GRADINA,95,11475254,GHIV ROYAL CM.30 TERR, 7     ,45
4040,9,GRADINA,95,11477130,"JARDINIERA DUBLA 23,5X12X16 CM ROSU", 7     ,11
4041,9,GRADINA,15,11479874,GREENPLANTS MIXED, 7     ,73
4042,9,GRADINA,81,11480833,PERNA OLEFIN CUB 45CM, 7     ,47.6
4043,9,GRADINA,90,11481834,GHIVECI AGATAT 11.5CM, 7     ,36
4044,9,GRADINA,90,11485670,GHIVECI 30 CM ALB, 7     ,100
4045,9,GRADINA,95,11486034,GHIV TERACOTA 50CM, 7     ,138
4046,9,GRADINA,95,11486111,GHIV TERAC 35 CM, 7     ,77
4047,9,GRADINA,95,11486125,GHIV TERAC 30CM, 7     ,55
4048,9,GRADINA,96,11486923,SUPORT ROTATIV 80CM, 7     ,2600
4049,9,GRADINA,91,11537414,NUTRIBEST DOG (PREMIUM) PUPPY 15KG, 7     ,149.9
4050,9,GRADINA,91,11537596,REC CKN DLIGHT FILLET100G, 7     ,15.6
4051,9,GRADINA,91,11537995,CONS.NATUREL PUI 70 G, 7     ,4.29
4052,9,GRADINA,91,11538065,STICK PARROTS EXOTIC FRUIT, 7     ,18.8
4053,9,GRADINA,96,11550105,HARTIE IMPACHETAT KIDS, 7     ,5.9
4054,9,GRADINA,96,11553262,PIRAMIDA 50LED, 7     ,149
4055,9,GRADINA,96,11553591,INSTAL BALCON 200L MULTI, 7     ,135
4056,9,GRADINA,96,11553682,INSTAL 1000L ALBA COOL, 7     ,179
4057,9,GRADINA,96,11554270,CALENDAR ADVENT 45CM, 7     ,189
4058,9,GRADINA,96,11554333,DÉCOR 45CM DIN LEMN CONURI, 7     ,12.9
4059,9,GRADINA,15,11583082,POINSETTIA WINTERROSE RED, 7     ,13.5
4060,9,GRADINA,65,11625453,PIETRIS CONCASAT  NEGRU20-40MM 20KG, 7     ,38.9
4061,9,GRADINA,10,11633902,LAUR CAUCASICA D19, 7     ,49.9
4062,9,GRADINA,10,11634812,MAR IN GHIVECI D23, 7     ,79
4063,9,GRADINA,96,11648686,ARCADA DIN GHIRLANDA 2.4 M, 7     ,999
4064,9,GRADINA,5,11651171,SEMINTE TOMATE DIABOLIK F1, 7     ,12.5
4065,9,GRADINA,5,11651416,SEMINTE ARDEI IUTE MINI SNACK, 7     ,12.5
4066,9,GRADINA,15,11656001,AQUAROOTING GREENMIX IN VAZA, 7     ,105
4067,9,GRADINA,96,11668923,FELINAR CU PEISAJ DE IARNA 20 CM, 7     ,79
4068,9,GRADINA,96,11669280,CASUTA ADVENT 30 CM, 7     ,129
4069,9,GRADINA,90,11674075,GHIVECI HOLLY 15 CM, 7     ,29.9
4070,9,GRADINA,90,11674103,GHIVECI RED XMAS 15 CM, 7     ,22.9
4071,9,GRADINA,15,11680354,ORHIDEE CORONITA 12CM, 7     ,89
4072,9,GRADINA,15,11680424,KALANCHOE CLOPOTEI 14 CM, 7     ,45.9
4073,9,GRADINA,85,11708753,FOTOLIU GONFLABIL 2.07X1.50M PAPAGAL, 7     ,110
4074,9,GRADINA,95,11717650,GHIVECI DE PERETE TEY, 7     ,141
4075,9,GRADINA,95,11719463,FARFURIE JARDINIERA 50 CM MARONIU, 7     ,14.7
